순번,연번,사고일자,소방접수시간,사고업체명,주소,시도,시군구,사고내용,사고원인,사고유형,제1사고물질,제2사고물질,제3사고물질,사망_직접,사망_기타,부상_직접,부상_기타,환경피해,재산피해
676,2021-092,2021-12-27,17:06:00,㈜한솔케미칼,전북 완주군 봉동읍 과학로 873,전북,완주군,"저장탱크 설치검사 후 1,3-부타디엔을 충전하기 위해 물로 세척하고 배수한 후 1,3-부타디엔을 충전하였으나, 하부 Drain 배관 및 밸브에 완전히 배수되지 않고 남아있던 물이 동결되며 밸브가 파손, 1,3-부타디엔 약 42L(추정) 누출",안전기준 미준수,누출,"1,3-부타디엔",,,0,0,0,0,,
677,2021-093,2021-12-14,12:26:00,한국삼협화성㈜,경남 양산시 산막공단로 90,경남,양산시,"수황화나트륨 제조 후 제품 저장탱크에서 탱크로리로 약 1.25톤을 이송, 상차 중, 탱크로리 운전자가 수황화나트륨 흡인 및 이에 의한 급성 황화수소 중독으로 사망한 사고",안전기준 미준수,누출,수황화나트륨,,,1,0,0,0,,
678,2022-001,2022-01-04,16:07:00,㈜아이티켐,충북 청주시 청원구 오창읍 양청송대길 231,충북,청주시 청원구,"1,4-다이옥산과 플루오렌 혼합액을 반응기로부터 드럼(PE비닐이용)으로 소분 중 미상의 점화원에 의해 폭발·화재가 발생한 사고",안전기준 미준수,화재,"1,4-다이옥산",,,0,0,1,0,,
679,2022-002,2022-01-11,14:39:00,대경냉동,대구  북구 팔달북로2길 21,대구,북구,암모니아를 이용한 냉동설비의 배관에서 용접부 부식으로 인해 암모니아가 누출된 사고,시설 결함,누출,암모니아,,,0,0,0,0,,
680,2022-003,2022-01-28,10:42:00,건국대학교,서울 광진구 능등로 120,서울,광진구,"과학관내 5층 교수실에 보관 중이던 폐기물(질산시약 등)을 지정폐기물 수집, 운반 업체 직원이 교내 지정 보관장소로 옮기던 중 질산이 담긴 시약 용기가 파손, 낙하하여 바닥에 흘린 질산을 흡착포를 이용하여 제거하던 중 손에 접촉, 화상을 입은 사고",안전기준 미준수,누출,질산,,,0,0,1,0,,
681,2022-004,2022-02-04,15:37:00,동백통운,"충북 충주시 대소원면 영평리 594, 도로상",충북,충주시,"수산화나트륨을 운반하던 차량에서 수산화나트륨이 도로상에 누출되어 굳어있는 것(추정)을 목격자가 발견해 신고한 사고※ 소방접수 일시: 2.8.(화), 15:45",운송차량,누출,수산화나트륨,,,0,0,0,0,,
682,2022-005,2022-02-10,10:44:00,㈜블루코리아,울산 남구 장생포고래로179번길 69,울산,남구,"선박의 곡류 살충제 용도로 사용 후 수거된 선박 폐기물(인화알루미늄을 포함한 고상, 400 kg) 처리과정에서 일부가 하수관로로 누출(소방추산, 3 kg)되어 물과 반응해 화재 및 연기가 발생한 사고",안전기준 미준수,화재,선박 폐기물(인화알루미늄 등 포함한 고상),,,0,0,0,0,,
683,2022-006,2022-02-14,13:05:00,㈜석남화물,"대구  달서구 성서로 357, 도로상",대구,달서구,붕불산을 실은 운반차량이 급정지하며 적재되어 있던 붕불산 용기(25L) 1통이 파손되어 도로상 바닥에 약 20L 누출,운송차량,누출,붕불산,,,0,0,0,0,,
684,2022-007,2022-02-14,14:58:00,㈜영산물산,경기 양주시 남면 현석로 785번길 207,경기,양주시,"사업장 내 아세트산 용기(IBC, 1톤)에서 펌프를 이용하여 저장탱크(10톤)로 이송 중, 작업자가 펌프의 마중물 마개를 완전히 닫지 않은 상태에서 펌프를 작동하여 아세트산 약 100L 누출되어 화상을 입은 사고",안전기준 미준수,누출,아세트산,,,0,0,1,0,,
685,2022-008,2022-02-25,15:05:00,훼미리식품㈜ 부산공장,부산  사하구 하신중앙로 140,부산,사하구,냉동기계실(1층) 내 냉동용 압축기(총 5기) 중 5호기 본체와 덮개 접합부 패킹(밀봉용) 손상으로 암모니아 누출(약 10kg 추정),시설 결함,누출,암모니아,,,0,0,0,0,,냉동용 압축기 2대 손상(4~5호기)
686,2022-009,2022-03-14,5:00:00,버슘머트리얼즈에스피씨코리아(유),경기 평택시 산단로 88-19,경기,평택시,고순도 TEAH 제조라인 필터 청소를 위해 질소 퍼지 작업 중 필터 본체(Filter housing) 상부 덮개를 불완전하게 체결한 상태에서 질소 가압하여 잔류 TEAH가 분출(2L 추정),안전기준 미준수,누출,테트라에틸암모늄 수산화물,,,0,0,1,0,,
687,2022-010,2022-04-01,8:00:00,티이엠씨㈜ 2공장,충북 보은군 삼승면 남부로 3790-114,충북,보은군,"디보란 용기 사출구에서 가스가 일부 누출(90L)되며 자연발화·화재가 발생하였고, 복사열의 영향을 받은 봄베 4통(과압방지 기능 없음)이 내부 과압에 의해 폭발한 사고",안전기준 미준수,폭발,디보란,,,0,0,0,0,,
688,2022-011,2022-04-05,14:26:00,한국환경공단 환경기술연구소,인천 서구 정서진로 410,인천,서구,"연구소 실험실의 흄후드 내에서 표준용액을 만드는 과정 중, 용액 일부가 작업자 및 흄후드 안의 테이블에 튀어 작업자 1명이 경미한 화상을 입는 사고 발생",안전기준 미준수,누출,디페닐카르바지드 용액,,,0,0,1,0,,
689,2022-012,2022-04-06,16:25:00,㈜대원씨앤티,울산 울주군 서생면 신암리 1487-2,울산,울주군,과산화수소(26.6%)를 실은 탱크로리(21.6톤)가 도로에 정차한 상태에서 이상반응(추정)으로 과산화수소 약 870kg이 도로에 누출된 사고,운송차량,누출,과산화수소(26.6%),,,0,0,0,0,,
690,2022-013,2022-04-10,8:33:00,무림P&P㈜,울산 울주군 온산읍 우봉강양로 3-36,울산,울주군,사업장 내 조약(제지 표백)공정 황산(95~99%) 저장시설의 이송배관 및 밸브 교체작업 중 황산이 소량 비산되어 작업자 2명이 부상을 입은 사고,안전기준 미준수,누출,황산,,,0,0,2,0,,
691,2022-014,2022-04-12,8:42:00,영풍전자㈜,경기 안산시 단원구 범지기로141번길 39,경기,안산시 단원구,사업장 내 지하1층 폐수처리공정에서 미상의 반응에 의해 유해가스(황화수소 등) 발생하여 작업자 3명이 부상을 입은 사고,시설 결함,기타,황화수소,,,0,0,3,0,,
692,2022-015,2022-04-18,16:43:00,㈜유신상사,전남 여수시 율촌면 여순로 628,전남,여수시,주유소 내 정차중이던 염산(35%) 탱크로리(26톤) 좌측후미 상부에서 발생한 핀홀로 인해 적재되어 있는 염산 160kg이 누출된 사고,운송차량,누출,염산,,,0,0,0,0,,
693,2022-016,2022-04-19,6:49:00,우리창고,경기 시흥시 수인로 2732-16,경기,시흥시,지하저장시설(60㎥)의 계량구(액면계)를 통해 아세트산 에틸을 주입하는 과정에서 유증기와 미상의 점화원으로 인해 화재가 발생한 사고(추정),안전기준 미준수,화재,아세트산 에틸,,,0,0,0,1,,
694,2022-017,2022-04-19,14:34:00,무림P&P㈜,울산 울주군 온산읍 우봉강양로 3-36,울산,울주군,사업장 내 배열회수보일러의 튜브 교체작업 중 일산화탄소 등이 포함된 가스상 물질이 누출되어 작업자 2명이 부상,안전기준 미준수,누출,일산화탄소 등이 포함된 가스상 물질,,,0,0,2,0,,
695,2022-018,2022-04-22,8:58:00,㈜동성케미컬 여수공장,전남 여수시 여수산단2로 223-40,전남,여수시,공기배관(3/4 inch) 그라인더 절단 작업 중 인접한 황산 배관이 그라인더 날에 접촉해 파손되어 황산이 약 10L(추정) 누출되며 인명피해가 발생한 사고,안전기준 미준수,누출,황산,,,0,0,2,0,,
696,2022-019,2022-02-04,12:05:00,풀무원다논㈜,전북 무주군 당산강변로 32,전북,무주군,사업장 내 발효저장탱크(FST #20)의 시운행 전 과정에서 약 85℃의 세척액(수산화나트륨 2% 함유)이 샘플링 밸브를 통해 외부로 누출되어 부상자 1명이 발생한 사고,시설 결함,누출,수산화나트륨,,,0,0,1,0,,
697,2022-020,2022-05-02,15:41:00,주택,경기 파주시 운정로 3-4,경기,파주시,"전(前) 세입자 사망 후 방치된 주택을 4.30.(토) 현(現) 세입자가 정리하던 중 플라스틱 용기(말통, 20 L)에 담긴 불산을 빗물로 오인하고 마당에 버려 불산 누출(약 10 L 누출)",안전기준 미준수,누출,불산,,,0,0,0,0,,
698,2022-021,2022-05-13,11:09:00,대동켐텍㈜,경북 경산시 자인면 한장군로 478,경북,경산시,"접착제 제조 반응기(108호기) 세척을 위해 N,N-디메틸포름아미드(DMF)를 주입하고 교반하던 중 순환펌프와 연결된 호스 연결부 파손으로 작업자의 안면에 DMF가 튀어 부상을 입은 사고",시설 결함,누출,"N,N-디메틸포름아미드",,,0,0,2,0,,
699,2022-022,2022-05-16,10:39:00,㈜유창운수,"경기 안성시 공도읍 양기리 223-7(평택제천고속도로 평택기점 31:1 km, 남안성 IC 인근)",경기,안성시,"23톤 염산 탱크로리(경북87아7497)의 운전자가 인천 중구 소재 ‘한일탱크터미널’에서 염산을 상차 후 충북 진천 소재 ‘수정케미칼’로 향하던 중 평택제천고속도로 상에서 주밸브 기압이 내려가 차량을 확인 결과, 차량 하부 주배관의 핀홀로 인해 염산 약 30L가 도로상에 누출된 사고",운송차량,누출,염산,,,0,0,0,0,,
700,2022-023,2022-05-19,7:42:00,동서석유화학㈜,울산 남구 매암로 115 인근,울산,남구,"롯데정밀화학(주)에서 동서석유화학(주)으로 공급되는 암모니아 지하배관*(깊이 약 2.0 ~ 2.4 m, 4인치)의 노후(부식 추정)에 따른 파손으로 삼양사(주) 울산2공장 정문 앞 부근에서 암모니아가 누출된 사고",시설 결함,누출,암모니아,,,0,0,0,0,,
701,2022-024,2022-05-25,15:13:00,㈜씨에스에코,경기 화성시 장안면 매바위로366번길 68-13,경기,화성시,"저장탱크에 보관 중이던 폐산을 중화시설로 이송하기 위해 탱크로리 차량에 상차를 완료한 후, 호스내부 잔압을 제거하지 않은 채 호스를 분리하여 호스 내 폐산 소량이 분출되어 작업자 2명이 부상을 입은 사고",안전기준 미준수,누출,폐산,,,0,0,2,0,,
702,2022-025,2022-06-14,14:35:00,제삼특장㈜,경기 평택시 안중읍 대반리 539-9 소재 도로상,경기,평택시,"자일렌 13ton을 적재한 탱크로리(25ton)가 졸음 운전으로 대반리 도로에서 논두렁으로 전도, 저장탱크가 일부 파손되어 자일렌이 논과 도로상으로 누출된 사고",운송차량,누출,자일렌,,,0,0,0,0,,
703,2022-026,2022-06-27,,(유)신일특수,충남 서산시 해미면 서해안고속도로 242,충남,서산시,"서산휴게소(서울방향)에 주차된 염산(19%) 탱크로리(23ton)의 용기 하부 용접부 균열로 염산 약 0.5L*가 바닥으로 누출된 사고된 사고 ＊ 저장탱크로부터 총 9.5L 누출, 9L는 용기를 이용하여 즉시 회수※ 소방 미접수(안전원 최초접수)",운송차량,누출,염산,,,0,0,0,0,,3백만원
704,2022-027,2022-05-19,20:51:00,S-OIL㈜ 온산공장,울산 울주군 온산읍 온산로 68,울산,울주군,알킬레이션 공정 안티서지 밸브 정비작업 중 C4(아이소 뷰테인 및 부탄) 누출로 폭발·화재가 발생하여 작업자 10명의 사상자가 발생한 사고,안전기준 미준수,폭발,"C4(아이소뷰테인, 부탄)",,,1,0,9,0,,180억원
705,2022-028,2022-07-11,11:09:00,VERASPER호(러시아 선박),부산  사하구 원양로 339 인근 정박지,부산,사하구,러시아선박(VERASPER호) 내 냉동기 시설물 정비작업을 위해 지하 암모니아 탱크에 보관 중이던 암모니아를 갑판 위 임시 저장탱크로 회수하는 작업 중 연결고무호스 파손으로 암모니아 약 100L 누출(추정),시설 결함,누출,암모니아,,,0,0,0,0,,
706,2022-029,2022-07-19,16:01:00,동인화학㈜,경기 평택시 산단로 16번길 62,경기,평택시,폐산이 들어있는 IBC탱크(1톤)를 지게차로 옮기던 중 근처에 적재되어 있던 드럼통에 부딪쳐 낙하하며 용기가 파손되어 폐산이 누출된 사고,안전기준 미준수,누출,"폐산(폐황산, 폐질산 등이 혼합된 폐기물)",,,0,0,0,0,,
707,2022-030,2022-08-12,9:57:00,㈜한정물류,충북 제천시 강제동 110 인근 도로상,충북,제천시,주차중이던 운송차량(24.3 ton)에서 배관 파손으로 인해 황산(98%)이 도로상에 누출(약 300 L)되어 운전자가 신고한 사고,운송차량,누출,황산,,,0,0,0,0,,
708,2022-031,2022-08-12,10:22:00,삼경유화㈜,부산  기장군 일광읍 화전리 229-1 인근 램프구간(도로상),부산,기장군,"부산외곽순환고속도로 → 기장일광TG 진입 램프구간(내리막 커브)에서 탱크로리(24 ton, 경기91바6988)가 추락하며 적재중이던 자일렌(23.4 ton) 전량 누출",운송차량,누출,자일렌(40~50%),,,0,0,0,1,,
709,2022-032,2022-08-12,18:57:00,㈜에스엔,경기 안산시 단원구 첨단로245번길 64 부지 내,경기,안산시 단원구,사업장 내 탱크로리 차량(㈜에스엔)이 도착하여 저장탱크(㈜이피엠)로 염산을 주입하는 과정 중 이송압력 이상으로 차량 주입호스 연결부위에서 염산 약 20 L(추정) 누출,운송차량,누출,염산,,,0,0,0,0,,
710,2022-033,2022-08-23,7:13:00,풍천케미칼,"경기 시흥시 시화벤처로 59, 35동",경기,시흥시,과산화수소 용기에 질산을 오인 주입하여 출하 작업 완료(파렛트 적재 및 랩핑)한 상태에서 용기 팽창으로 파손되어 질산 누출(약 10L),안전기준 미준수,누출,질산,,,0,0,2,0,,
711,2022-034,2022-08-31,15:28:00,SK지오센트릭㈜,울산 남구 산업로 24,울산,남구,사업장 내 LLDPE공정 PE-V1101AR(Cyclohexane Purifier) 전후단에 설치된 HV-1101/1105/1106 밸브 Passing점검(close된 상태에서 새는지 여부 확인) 작업 중 폭발사고 발생,안전기준 미준수,폭발,시클로헥산,,,1,0,6,0,,
712,2022-035,2022-08-26,10:31:00,제주대학교,제주 제주시 제주대학로 102,제주,제주시,제주대 실험실에서 시약 정리 작업중 포르말린 폐시약통(플라스틱)을 떨어뜨려 상부가 파손되면서 약 500 ml 누출,안전기준 미준수,누출,포르말린,,,0,0,0,0,,
713,2022-036,2022-09-02,12:04:00,사조산업㈜ 의창냉장,경남 창원시 마산합포구 진전면 대실로 170,경남,창원시 마산합포구,사업장 3층 기계실 냉동용 압축기(3기중 1기) 밸브 교체작업을 위해 메인밸브 차단 후 배관 내 잔여가스 존재 여부를 확인하지 않고 사고원점 스탑밸브를 임의 개방·분리하여 미량의 액상 및 가스상 암모니아가 누출로 작업자(2명) 부상을 입는 사고,안전기준 미준수,누출,암모니아,,,0,0,2,0,,
714,2022-037,2022-09-03,8:23:00,데이원에너지㈜,"전남 여수시 산단중앙로 438, 인근 도로상",전남,여수시,데이원에너지㈜ 고압 스팀배관(20 inch)의 1차 파손 충격으로 ㈜LG화학(여수공장-용성) RPG(이소프렌 2 % 함유) 및 페놀 배관 파손,시설 결함,누출,RPG(이소프렌 2%함유),페놀,,0,0,0,0,,
715,2022-038,2022-09-07,14:29:00,(재)충북테크노파크 바이오센터,충북 청주시 청원구 오창읍 양청3길 3,충북,청주시 청원구,"외부 폐기물 저장창고에서 폐기물처리업체 작업자가 지정폐기물 운반을 위해 유효기간이 지난 질산(69~71%)을 차량에 적재하는 작업 중 질산 용기에서 질산이 새는 것을 발견, 질산 용기를 바닥에 투척하여 용기 파손 및 질산 약 4~5 L가 누출, 인근에서 검수하던 근로자(4명)에게 튄 사고",안전기준 미준수,누출,질산,,,0,0,4,0,,
716,2022-039,2022-09-09,11:59:00,경기 안산시 도로상,"경기 안산시 단원구 성곡동 635-7, 안산도금단지 내 도로상",경기,안산시 단원구,안산도금단지에 입주한 ㈜씨에스와이* 업체가 운반차량에 폐질산 용기(3.8 L)와 폐액 용기들을 적재하는 중 폐질산 용기 하부가 파손되면서 폐질산 약 3 L(추정)가 차량 내부 및 바닥에 누출된 사고 * 사고 운반차량 소유주,운송차량,누출,질산,,,0,0,0,0,,
